지역,보험명,담당부서명,담당자전화번호,계약자명,피보험자명,청구방법,홈페이지,보험료합계,보장시작,보장종료,보장항목,보장설명,보장금액(원),최종수정일
전라북도 무주군,무주군 군민안전보험,안전재난과,063-320-2265,한국지방재정공제회,무주군 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(063-385-7411)에 문의해 주세요.",https://www.muju.go.kr/,141909600,20250301,20260228,자연재난 사망,"자연재해(일사병, 열사병 포함)로 인한 사망한 경우 ※ 만15세 이상",5000,20250515
전라북도 무주군,무주군 군민안전보험,안전재난과,063-320-2265,한국지방재정공제회,무주군 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(063-385-7411)에 문의해 주세요.",https://www.muju.go.kr/,141909600,20250301,20260228,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴 사고로 상해 사망한 경우 ※ 만15세 이상",5000,20250515
전라북도 무주군,무주군 군민안전보험,안전재난과,063-320-2265,한국지방재정공제회,무주군 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(063-385-7411)에 문의해 주세요.",https://www.muju.go.kr/,141909600,20250301,20260228,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴, 산사태 사고로 상해 후유장해가 발생한 경우※ 만15세 이상",3000,20250515
전라북도 무주군,무주군 군민안전보험,안전재난과,063-320-2265,한국지방재정공제회,무주군 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(063-385-7411)에 문의해 주세요.",https://www.muju.go.kr/,141909600,20250301,20260228,화상 진단위로금(수술비),상해의 직접결과로써 그 치료를 직접적인 목적으로 수술을 받을 경우,100,20250515
전라북도 무주군,무주군 군민안전보험,안전재난과,063-320-2265,한국지방재정공제회,무주군 주민등록을 둔 모든 시민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회(063-385-7411)에 문의해 주세요.",https://www.muju.go.kr/,141909600,20250301,20260228,사회재난 사망,사회재난(감염병제외)으로 인하여 사망한 경우 ※ 만15세 이상,2000,20250515
전라북도 장수군,장수군 군민안전보험,안전재난과,063-350-2486,장수군,장수군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 NH농협손해보험에 문의해 주세요.",https://www.jangsu.go.kr/index.jangsu?menuCd=DOM_000000106001003000,30000000,20250201,20260131,자연재난 사망,"자연재해(일사병, 열사병)로 사망한 경우",3000,20250311
전라북도 장수군,장수군 군민안전보험,안전재난과,063-350-2486,장수군,장수군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 NH농협손해보험에 문의해 주세요.",https://www.jangsu.go.kr/index.jangsu?menuCd=DOM_000000106001003000,30000000,20250201,20260131,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴, 산사태 상해로 사망한 경우",3000,20250311
전라북도 장수군,장수군 군민안전보험,안전재난과,063-350-2486,장수군,장수군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 NH농협손해보험에 문의해 주세요.",https://www.jangsu.go.kr/index.jangsu?menuCd=DOM_000000106001003000,30000000,20250201,20260131,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴, 산사태 사고로 3~100%의 상해 후유장해가 발생한 경우",3000,20250311
전라북도 장수군,장수군 군민안전보험,안전재난과,063-350-2486,장수군,장수군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 NH농협손해보험에 문의해 주세요.",https://www.jangsu.go.kr/index.jangsu?menuCd=DOM_000000106001003000,30000000,20250201,20260131,사회재난 사망,보험기간중 『재난 및 안전관리기본법』 에서정한 사회재난으로 사망시(감염병제외),2000,20250311
전라북도 임실군,임실군 군민안전보험,안전관리과,063-640-2616,임실군,임실군에 주민등록을 두고 거주하는 모든 군민 (내 외국민 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.imsil.go.kr/index.imsil,11215800,20200116,20260115,자연재난 사망,"자연재해(일사병, 열사병, 저체온증 포함)로 사망한 경우(단, 15세 미만자 제외)",3000,20250405
전라북도 임실군,임실군 군민안전보험,안전관리과,063-640-2616,임실군,임실군에 주민등록을 두고 거주하는 모든 군민 (내 외국민 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.imsil.go.kr/index.imsil,11215800,20200116,20260115,자연재난 후유장해,"자연재해(일사병, 열사병, 저체온증 포함)로 후유장해가 발생한 경우(단, 15세 미만자 제외)",14000000,20250405
전라북도 임실군,임실군 군민안전보험,안전관리과,063-640-2616,임실군,임실군에 주민등록을 두고 거주하는 모든 군민 (내 외국민 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.imsil.go.kr/index.imsil,11215800,20200116,20260115,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴 사고로 상해 사망한 경우",3000,20250405
전라북도 임실군,임실군 군민안전보험,안전관리과,063-640-2616,임실군,임실군에 주민등록을 두고 거주하는 모든 군민 (내 외국민 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.imsil.go.kr/index.imsil,11215800,20200116,20260115,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴 사고로 상해 후유장해가 발생한 경우",3000,20250405
전라북도 임실군,임실군 군민안전보험,안전관리과,063-640-2616,임실군,임실군에 주민등록을 두고 거주하는 모든 군민 (내 외국민 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.imsil.go.kr/index.imsil,11215800,20200116,20260115,화상 진단위로금(수술비),상해로 화상을 입고 수술을 받은 경우,100,20250405
전라북도 임실군,임실군 군민안전보험,안전관리과,063-640-2616,임실군,임실군에 주민등록을 두고 거주하는 모든 군민 (내 외국민 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.imsil.go.kr/index.imsil,11215800,20200116,20260115,사회재난 사망,,1000,20250405
전라북도 임실군,임실군 군민안전보험,안전관리과,063-640-2616,임실군,임실군에 주민등록을 두고 거주하는 모든 군민 (내 외국민 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.",https://www.imsil.go.kr/index.imsil,11215800,20200116,20260115,사회재난 후유장해,,1000,20250405
전라북도 순창군,순창군 군민안전보험,안전재난과,063-650-1878,순창군,순창군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"피보험자 또는 법정상속인은 보험금 청구사유가 발생한 때에는 관련 증빙서류를 첨부하여 보험사에 청구 
(청구서식은 보험사 소정양식 이용)",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000105008009000,41000000,20250301,20260228,자연재난 사망,"자연재해(일사병, 열사병 포함)로 사망한 경우",2500,20250313
전라북도 순창군,순창군 군민안전보험,안전재난과,063-650-1878,순창군,순창군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"피보험자 또는 법정상속인은 보험금 청구사유가 발생한 때에는 관련 증빙서류를 첨부하여 보험사에 청구 
(청구서식은 보험사 소정양식 이용)",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000105008009000,41000000,20250301,20260228,"화재,붕괴,폭발 사망","폭발,화재,붕괴,사태 사고로 상해 사망한 경우(만15세 미만자 제외)",2500,20250313
전라북도 순창군,순창군 군민안전보험,안전재난과,063-650-1878,순창군,순창군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"피보험자 또는 법정상속인은 보험금 청구사유가 발생한 때에는 관련 증빙서류를 첨부하여 보험사에 청구 
(청구서식은 보험사 소정양식 이용)",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000105008009000,41000000,20250301,20260228,"화재,붕괴,폭발 후유장해","폭발,화재,붕괴,사태 사고로 3%~100%의 상해 후유장해가 발생한 경우",2500,20250313
전라북도 순창군,순창군 군민안전보험,안전재난과,063-650-1878,순창군,순창군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"피보험자 또는 법정상속인은 보험금 청구사유가 발생한 때에는 관련 증빙서류를 첨부하여 보험사에 청구 
(청구서식은 보험사 소정양식 이용)",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000105008009000,41000000,20250301,20260228,화상 진단위로금(수술비),상해로 화상을 입고 병원 또는 의원등에서 수술을 받은 경우,100,20250313
전라북도 순창군,순창군 군민안전보험,안전재난과,063-650-1878,순창군,순창군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"피보험자 또는 법정상속인은 보험금 청구사유가 발생한 때에는 관련 증빙서류를 첨부하여 보험사에 청구 
(청구서식은 보험사 소정양식 이용)",https://www.sunchang.go.kr/index.sunchang?menuCd=DOM_000000105008009000,41000000,20250301,20260228,사회재난 사망,「재난 및 안전관리기본법」에서  정한 사회   재난의 직접적인 결과로 사망한 경우(만 15세 미만자 제외),2500,20250313
전라북도 고창군,고창군 군민안전보험,고창군청 안전총괄과,063-560-2680,고창군청,고창군에 주민등록을 두고 있는 모든 군민(등록 외국인 포함),"* 보험지급 및 문의 
 - 청구시기 :  보장항목에 명시된 청구사유 발생시 
 - 문  의  처 :  시민안전공제 콜센터(1577-5939)
* 청구서류 
 - 청구서식은 공제회 양식 이용
 - 공통서류 및 기타서류는 서류 안내문 참조
* 주        소 :  서울특별시 마포구 신촌로  270(마포구 아현동 329-1), 수창빌딩 904호 
* 사고접수 : 등기우편 접수",https://www.gochang.go.kr/index.gochang?menuCd=DOM_000000104005010000,64097440,20250208,20260207,자연재난 사망,"시민이 자연재해(일사병, 열사병, 저체온증)로 사망한 경우(만 15세 이상)",3000,20250206
전라북도 고창군,고창군 군민안전보험,고창군청 안전총괄과,063-560-2680,고창군청,고창군에 주민등록을 두고 있는 모든 군민(등록 외국인 포함),"* 보험지급 및 문의 
 - 청구시기 :  보장항목에 명시된 청구사유 발생시 
 - 문  의  처 :  시민안전공제 콜센터(1577-5939)
* 청구서류 
 - 청구서식은 공제회 양식 이용
 - 공통서류 및 기타서류는 서류 안내문 참조
* 주        소 :  서울특별시 마포구 신촌로  270(마포구 아현동 329-1), 수창빌딩 904호 
* 사고접수 : 등기우편 접수",https://www.gochang.go.kr/index.gochang?menuCd=DOM_000000104005010000,64097440,20250208,20260207,자연재난 후유장해,"시민이 자연재해(일사병, 열사병, 저체온증)로 3~100%의 상해후유장해가 발생한 경우",500,20250206
전라북도 고창군,고창군 군민안전보험,고창군청 안전총괄과,063-560-2680,고창군청,고창군에 주민등록을 두고 있는 모든 군민(등록 외국인 포함),"* 보험지급 및 문의 
 - 청구시기 :  보장항목에 명시된 청구사유 발생시 
 - 문  의  처 :  시민안전공제 콜센터(1577-5939)
* 청구서류 
 - 청구서식은 공제회 양식 이용
 - 공통서류 및 기타서류는 서류 안내문 참조
* 주        소 :  서울특별시 마포구 신촌로  270(마포구 아현동 329-1), 수창빌딩 904호 
* 사고접수 : 등기우편 접수",https://www.gochang.go.kr/index.gochang?menuCd=DOM_000000104005010000,64097440,20250208,20260207,"화재,붕괴,폭발 사망","시민이 폭발, 화재, 붕괴사태 사고로 상해 사망한 경우(만 15세 이상)",3000,20250206
전라북도 고창군,고창군 군민안전보험,고창군청 안전총괄과,063-560-2680,고창군청,고창군에 주민등록을 두고 있는 모든 군민(등록 외국인 포함),"* 보험지급 및 문의 
 - 청구시기 :  보장항목에 명시된 청구사유 발생시 
 - 문  의  처 :  시민안전공제 콜센터(1577-5939)
* 청구서류 
 - 청구서식은 공제회 양식 이용
 - 공통서류 및 기타서류는 서류 안내문 참조
* 주        소 :  서울특별시 마포구 신촌로  270(마포구 아현동 329-1), 수창빌딩 904호 
* 사고접수 : 등기우편 접수",https://www.gochang.go.kr/index.gochang?menuCd=DOM_000000104005010000,64097440,20250208,20260207,"화재,붕괴,폭발 후유장해","시민이 폭발, 화재, 붕괴사태 사고로 3~100%의 상해후유장해가 발생한 경우",3000,20250206
전라북도 고창군,고창군 군민안전보험,고창군청 안전총괄과,063-560-2680,고창군청,고창군에 주민등록을 두고 있는 모든 군민(등록 외국인 포함),"* 보험지급 및 문의 
 - 청구시기 :  보장항목에 명시된 청구사유 발생시 
 - 문  의  처 :  시민안전공제 콜센터(1577-5939)
* 청구서류 
 - 청구서식은 공제회 양식 이용
 - 공통서류 및 기타서류는 서류 안내문 참조
* 주        소 :  서울특별시 마포구 신촌로  270(마포구 아현동 329-1), 수창빌딩 904호 
* 사고접수 : 등기우편 접수",https://www.gochang.go.kr/index.gochang?menuCd=DOM_000000104005010000,64097440,20250208,20260207,사회재난 사망,시민이 사회재난(재난상황으로 보고된 건에 한함)으로 사망한 경우(만 15세 이상),2000,20250206
전라북도 고창군,고창군 군민안전보험,고창군청 안전총괄과,063-560-2680,고창군청,고창군에 주민등록을 두고 있는 모든 군민(등록 외국인 포함),"* 보험지급 및 문의 
 - 청구시기 :  보장항목에 명시된 청구사유 발생시 
 - 문  의  처 :  시민안전공제 콜센터(1577-5939)
* 청구서류 
 - 청구서식은 공제회 양식 이용
 - 공통서류 및 기타서류는 서류 안내문 참조
* 주        소 :  서울특별시 마포구 신촌로  270(마포구 아현동 329-1), 수창빌딩 904호 
* 사고접수 : 등기우편 접수",https://www.gochang.go.kr/index.gochang?menuCd=DOM_000000104005010000,64097440,20250208,20260207,사회재난 후유장해,시민이 사회재난(재난상황으로 보고된 건에 한함)으로 3~100%의 상해후유장해가 발생한 경우,500,20250206
전라북도 부안군,부안군 군민안전보험,안전총괄과,063-580-4880,부안군,부안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.  (연락처 1577-5939)",https://www.buan.go.kr/index.buan?menuCd=DOM_000000104006004000,47107770,20250101,20251231,자연재난 사망,"자연재해(일사병, 열사병, 저체온증 포함)로 사망한 경우",3000,20250108
전라북도 부안군,부안군 군민안전보험,안전총괄과,063-580-4880,부안군,부안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.  (연락처 1577-5939)",https://www.buan.go.kr/index.buan?menuCd=DOM_000000104006004000,47107770,20250101,20251231,"화재,붕괴,폭발 사망","폭발, 화재, 붕괴 사고로 상해 사망한 경우",3000,20250108
전라북도 부안군,부안군 군민안전보험,안전총괄과,063-580-4880,부안군,부안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.  (연락처 1577-5939)",https://www.buan.go.kr/index.buan?menuCd=DOM_000000104006004000,47107770,20250101,20251231,"화재,붕괴,폭발 후유장해","폭발, 화재, 붕괴 사고로 3~100%의 상해 후유장해가 발생한 경우",3000,20250108
전라북도 부안군,부안군 군민안전보험,안전총괄과,063-580-4880,부안군,부안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.  (연락처 1577-5939)",https://www.buan.go.kr/index.buan?menuCd=DOM_000000104006004000,47107770,20250101,20251231,화상 진단위로금(수술비),상해로 화상을 입고 수술을 받은 경우,70,20250108
전라북도 부안군,부안군 군민안전보험,안전총괄과,063-580-4880,부안군,부안군에 주민등록을 둔 모든 군민 (등록 외국인 포함),"보험구 청구 사유 발생 시 청구처로 피보험자 또는 법정상속인이 사고접수 및 보험금 청구
*청구절차: 보험금 청구 문의 > 필요 증빙서류 안내 > 보험금 신청 > 보험금 지급심사 > 보험금 지급
*자세한 사항은 한국지방재정공제회에 문의해 주세요.  (연락처 1577-5939)",https://www.buan.go.kr/index.buan?menuCd=DOM_000000104006004000,47107770,20250101,20251231,사회재난 사망,사회재난(감염병제외)으로 인하여 사망한 경우,2000,20250108
