지점,지점명,일시,평균기온(°C),강수 계속시간(hr),평균 이슬점온도(°C),평균 상대습도(%),일 최심적설(cm)
278,의성,2023-08-23,28.1,,23.3,78.1,
278,의성,2023-08-24,26,,24.2,90.9,
278,의성,2023-08-25,26.2,,21.5,79.3,
278,의성,2023-08-26,25,,21.4,83.3,
278,의성,2023-08-27,25.3,,21.1,80,
278,의성,2023-08-28,25.5,,22.4,84.8,
278,의성,2023-08-29,25.7,,23.7,90.1,
278,의성,2023-08-30,23.5,,23.3,99.8,
278,의성,2023-08-31,23.9,,21.6,88.5,
278,의성,2023-09-01,24.1,,21,85.3,
278,의성,2023-09-02,23.8,,20.8,85.1,
278,의성,2023-09-03,25.9,,22.6,84.1,
278,의성,2023-09-04,26,,21.9,80.6,
278,의성,2023-09-05,25.2,,18.9,72.1,
278,의성,2023-09-06,24,,18.8,76.3,
278,의성,2023-09-07,22.1,,16.5,74.6,
278,의성,2023-09-08,21.8,,16.8,77.8,
278,의성,2023-09-09,21.9,,16.9,78,
278,의성,2023-09-10,22.9,,18.8,81.1,
278,의성,2023-09-11,23.7,,19.4,79.9,
278,의성,2023-09-12,24.7,,21,82,
278,의성,2023-09-13,23.7,,21.8,90.9,
278,의성,2023-09-14,22.3,,21.5,96.3,
278,의성,2023-09-15,22,,21.8,99.9,
278,의성,2023-09-16,23.1,,22.3,96.1,
278,의성,2023-09-17,24.5,,22.7,91.3,
278,의성,2023-09-18,25.2,,22.4,87,
278,의성,2023-09-19,23.7,,20.5,85,
278,의성,2023-09-20,21,,20.7,99,
278,의성,2023-09-21,19.6,,18.2,92.5,
278,의성,2023-09-22,19.1,,15.9,84.6,
278,의성,2023-09-23,18.6,,14.6,81.8,
278,의성,2023-09-24,19,,13.6,74.6,
278,의성,2023-09-25,20.7,,17.7,84.6,
278,의성,2023-09-26,20.3,,20.1,99.6,
278,의성,2023-09-27,22,,20.7,92.8,
278,의성,2023-09-28,21.9,,18.6,83.9,
278,의성,2023-09-29,19.2,,17.1,89,
278,의성,2023-09-30,18.4,,15.5,85.5,
278,의성,2023-10-01,16.7,,11.5,76.4,
278,의성,2023-10-02,14.9,,10.1,78.4,
278,의성,2023-10-03,14.2,,12.4,90.1,
278,의성,2023-10-04,16.8,,13.7,84.8,
278,의성,2023-10-05,13.6,,5.8,65.3,
278,의성,2023-10-06,13.3,,8.1,75.8,
278,의성,2023-10-07,15.7,,11.4,78.6,
278,의성,2023-10-08,16.2,,12.1,79.5,
278,의성,2023-10-09,16.1,,13.3,85.5,
278,의성,2023-10-10,15.2,,11.7,83.3,
278,의성,2023-10-11,13.7,,10,82.6,
278,의성,2023-10-12,13.8,,9.6,80.4,
278,의성,2023-10-13,15.6,,11.8,81.8,
278,의성,2023-10-14,14,,11.7,87.9,
278,의성,2023-10-15,12.9,,10.2,86.8,
278,의성,2023-10-16,12.6,,8.7,81.9,
278,의성,2023-10-17,10.4,,6.1,81.1,
278,의성,2023-10-18,11.7,,7.1,78.8,
278,의성,2023-10-19,13.6,,11.1,86.9,
278,의성,2023-10-20,12.7,,3.7,59.3,
278,의성,2023-10-21,7.5,,2.8,76.8,
278,의성,2023-10-22,9.1,,4.2,77.5,
278,의성,2023-10-23,11.1,,7.8,83.9,
278,의성,2023-10-24,12,,8.1,81.6,
278,의성,2023-10-25,12.6,,9.5,85.1,
278,의성,2023-10-26,13.5,,10.5,85.8,
278,의성,2023-10-27,11.5,,9.2,87.9,
278,의성,2023-10-28,10.5,,7.4,84.9,
278,의성,2023-10-29,10.2,,6.4,82.5,
278,의성,2023-10-30,10.9,,7.5,83.1,
278,의성,2023-10-31,11,,5.6,76.1,
278,의성,2023-11-01,12.4,,8.2,79.9,
278,의성,2023-11-02,14.7,,10.2,80.3,
278,의성,2023-11-03,15,,10.2,77.5,
278,의성,2023-11-04,16,,14.3,91.1,
278,의성,2023-11-05,18.8,,15.7,84.3,
278,의성,2023-11-06,17.1,,9.8,65.4,
278,의성,2023-11-07,8.8,,-1,54.1,
278,의성,2023-11-08,6,,0.1,71.5,
278,의성,2023-11-09,10.3,,6.4,80,
278,의성,2023-11-10,8,,1.7,68.3,
278,의성,2023-11-11,2.1,,-2.8,72.9,
278,의성,2023-11-12,1,,-4.9,68.8,
278,의성,2023-11-13,0.5,,-6.6,66.6,
278,의성,2023-11-14,2.5,,-2.2,74.6,
278,의성,2023-11-15,3.8,,-0.5,77.8,
278,의성,2023-11-16,3.7,,2.6,93.4,
278,의성,2023-11-17,4.6,,-1.5,68.5,
278,의성,2023-11-18,1.8,,-6.5,55.1,
278,의성,2023-11-19,5.4,,1,76.3,
278,의성,2023-11-20,4.1,,-1.1,73.9,
278,의성,2023-11-21,3.7,,-2.6,71,
278,의성,2023-11-22,5.4,,0.6,75.5,
278,의성,2023-11-23,10.7,,1.7,59,
278,의성,2023-11-24,2.3,,-10.5,40.1,
278,의성,2023-11-25,-2.5,,-11,57.4,
278,의성,2023-11-26,2.6,,-6.3,56.9,
278,의성,2023-11-27,4.1,,3.4,95.6,
278,의성,2023-11-28,3,,-4.4,63,
278,의성,2023-11-29,2.1,,-3.6,69,
278,의성,2023-11-30,-1.6,,-11.8,47.5,
278,의성,2023-12-01,-2.6,,-10.5,60.6,
278,의성,2023-12-02,-1.6,,-5.6,75.8,
278,의성,2023-12-03,0.5,,-6.6,65.9,
278,의성,2023-12-04,-0.1,,-6.8,65.5,
278,의성,2023-12-05,1.6,,-4.8,67.1,
278,의성,2023-12-06,2.3,,-1.1,80.8,
278,의성,2023-12-08,4.8,,1.1,80.1,
278,의성,2023-12-09,7.7,,4.8,85.4,
278,의성,2023-12-10,9.9,,5.9,79.3,
278,의성,2023-12-11,11.9,,10,88.4,
278,의성,2023-12-12,7.7,,2.7,72,
278,의성,2023-12-13,5.1,,2.7,86.5,
278,의성,2023-12-14,7.6,,6.8,95.1,
278,의성,2023-12-15,9.3,,9.1,99.3,
278,의성,2023-12-16,0.9,,-4.3,68.8,
278,의성,2023-12-17,-6.7,,-16,49.1,
278,의성,2023-12-18,-5.2,,-12.9,58.8,
278,의성,2023-12-19,-2.5,,-10.2,57.8,
278,의성,2023-12-20,-3.7,,-11.3,57.1,
278,의성,2023-12-21,-9,,-16,59.9,
278,의성,2023-12-22,-9,,-18.2,51,
278,의성,2023-12-23,-7.7,,-13.7,66.6,
278,의성,2023-12-24,-4.2,,-8.3,74.5,
278,의성,2023-12-25,-3.5,,-7.3,77.4,
278,의성,2023-12-26,-0.1,,-4.1,77.1,
278,의성,2023-12-27,0.5,,-4.3,74.3,
278,의성,2023-12-28,-0.9,,-4.8,77.9,
278,의성,2023-12-29,-1.2,,-4.7,79.6,
278,의성,2023-12-30,0.3,,-2.4,83.3,
278,의성,2023-12-31,3.1,,1.3,89.4,
278,의성,2024-01-01,3,,-0.1,82.3,
278,의성,2024-01-02,3.2,,0.1,81.3,
278,의성,2024-01-03,2.6,,-0.5,82,
278,의성,2024-01-04,-0.9,,-5,77.4,
278,의성,2024-01-05,-0.1,,-2.4,86,
278,의성,2024-01-06,-0.2,,-6.4,69.6,
278,의성,2024-01-07,-1.9,,-11.4,51.1,
278,의성,2024-01-08,-6,,-13.6,60.4,
278,의성,2024-01-09,-1.9,,-6.2,73.6,
278,의성,2024-01-10,0.7,,-0.3,93.1,
278,의성,2024-01-11,-0.3,,-3.3,82.3,
278,의성,2024-01-12,1.8,,-6.3,62.9,
278,의성,2024-01-13,-1.8,,-10.3,57.8,
278,의성,2024-01-14,0.9,,-3,79.5,
278,의성,2024-01-15,-1.6,,-6.9,71,
278,의성,2024-01-16,-2.9,,-9.2,66.3,
278,의성,2024-01-17,0.5,,-3,79.3,
278,의성,2024-01-18,4.8,,3.3,90.9,
278,의성,2024-01-19,5.4,,0.8,72.6,
278,의성,2024-01-20,4.5,,2.9,89.9,
278,의성,2024-01-21,4.8,,2.3,86.1,
278,의성,2024-01-22,-3,,-10.3,58.1,
278,의성,2024-01-23,-8.3,,-16,53.8,
278,의성,2024-01-24,-8,,-15.4,57.5,
278,의성,2024-01-25,-6.4,,-14.3,60.1,
278,의성,2024-01-26,-2.9,,-9.6,65.5,
278,의성,2024-01-27,-1.7,,-8.1,66.9,
278,의성,2024-01-28,-1.7,,-7.6,67.5,
278,의성,2024-01-29,-3.1,,-7.8,73.1,
278,의성,2024-01-30,-1.4,,-7,69.8,
278,의성,2024-01-31,4.1,,-3.7,60.4,
278,의성,2024-02-01,3.8,,-2.2,66.4,
278,의성,2024-02-02,3.6,,-1,72.9,
278,의성,2024-02-03,3.7,,1.6,87.4,
278,의성,2024-02-04,4.8,,2.1,84.1,
278,의성,2024-02-05,4.4,,1.2,80.3,
278,의성,2024-02-06,2.4,,-0.1,84.3,
278,의성,2024-02-07,0.5,,-3.5,78.3,
278,의성,2024-02-08,-0.4,,-4.6,76.6,
278,의성,2024-02-09,-0.2,,-6.1,70.1,
278,의성,2024-02-10,-0.7,,-5.1,75.4,
278,의성,2024-02-11,-0.1,,-5.1,71.4,
278,의성,2024-02-12,0.8,,-5.9,66.1,
278,의성,2024-02-13,3.9,,-2.1,69.5,
278,의성,2024-02-14,8.1,,5.6,86.4,
278,의성,2024-02-15,6.7,,4,83.9,
278,의성,2024-02-16,2.2,,-4.3,65.1,
278,의성,2024-02-17,2.4,,-4.2,67.1,
278,의성,2024-02-18,6.3,,2.9,82.5,
278,의성,2024-02-19,13,,12,94,
278,의성,2024-02-20,6.9,,5.4,90.6,
278,의성,2024-02-21,4.2,,2.8,91.3,
278,의성,2024-02-22,2.4,,-0.4,82.3,
278,의성,2024-02-23,2.5,,-2.9,67.9,
278,의성,2024-02-24,2.6,,-2.3,71.8,
278,의성,2024-02-25,3.1,,1.9,92.6,
278,의성,2024-02-26,3.8,,-1,74.6,
278,의성,2024-02-27,1,,-3.6,74.4,
278,의성,2024-02-28,3,,-2.2,72.8,
278,의성,2024-02-29,2.6,,1.4,92,
278,의성,2024-03-01,-0.5,,-12.6,43.1,
278,의성,2024-03-02,-2,,-11,53.8,
278,의성,2024-03-03,3,,-1.9,72.1,
278,의성,2024-03-04,5,,-1.2,68.6,
278,의성,2024-03-05,5.9,,4.8,93.1,
278,의성,2024-03-06,5.9,,1.2,74.6,
278,의성,2024-03-07,3.3,,-0.7,76.3,
278,의성,2024-03-08,1.9,,-7.4,57.1,
278,의성,2024-03-09,0.6,,-8.4,57.4,
278,의성,2024-03-10,2.2,,-7.4,56.9,
278,의성,2024-03-11,4.7,,-3.4,59.9,
278,의성,2024-03-12,3.8,,0.8,82.8,
278,의성,2024-03-13,6.3,,-2,63.8,
278,의성,2024-03-14,6,,-3.3,57.9,
278,의성,2024-03-15,7.9,,-2.8,56.3,
278,의성,2024-03-16,10.3,,-0.1,54.4,
278,의성,2024-03-17,11.2,,0.3,50.3,
278,의성,2024-03-18,6.8,,-5.2,50.1,
278,의성,2024-03-19,7.4,,-1.4,54.6,
278,의성,2024-03-20,4.6,,-6.5,48.5,
278,의성,2024-03-21,3.3,,-5.7,56.8,
278,의성,2024-03-22,9.1,,1.8,64.1,
278,의성,2024-03-23,14.6,,5.9,64.1,
278,의성,2024-03-24,11.7,,4.1,62.1,
278,의성,2024-03-25,9.4,,5.1,75.9,
278,의성,2024-03-26,7,,4.9,87.9,
278,의성,2024-03-27,8.7,,4.6,79.8,
278,의성,2024-03-28,8.5,,8.1,97.6,
278,의성,2024-03-29,10.8,,4,68.1,
278,의성,2024-03-30,8.7,,1.7,66.8,
278,의성,2024-03-31,10,,0.2,60.6,
278,의성,2024-04-01,11.1,,-0.3,56.3,
278,의성,2024-04-02,13.9,,2.3,54.5,
278,의성,2024-04-03,12.8,,12.4,98.3,
278,의성,2024-04-04,12.6,,5.4,65.8,
278,의성,2024-04-05,12.2,,5.8,68.5,
278,의성,2024-04-06,11.6,,6.1,74.5,
278,의성,2024-04-07,14.2,,4.5,61.4,
278,의성,2024-04-08,15.7,,6.1,59,
278,의성,2024-04-09,12.9,,-0.4,44.5,
278,의성,2024-04-10,10.8,,3.7,65,
278,의성,2024-04-11,13.5,,5.1,62.1,
278,의성,2024-04-12,15.1,,6.5,63,
278,의성,2024-04-13,17.4,,7.7,61.1,
278,의성,2024-04-14,18.1,,6.5,53.9,
278,의성,2024-04-15,14.6,,12.7,89.8,
278,의성,2024-04-16,14.7,,10.5,80.6,
278,의성,2024-04-17,14.8,,6.8,66.3,
278,의성,2024-04-18,16.4,,6.2,60.5,
278,의성,2024-04-19,17.5,,6.4,57.9,
278,의성,2024-04-20,14.1,,12,88,
278,의성,2024-04-21,15.6,,12.2,81.5,
278,의성,2024-04-22,15.8,,8.4,64.5,
278,의성,2024-04-23,14.2,,7.9,70.3,
278,의성,2024-04-24,13.5,,10.2,82.8,
278,의성,2024-04-25,14.9,,9.6,75.8,
278,의성,2024-04-26,16.3,,9.9,72.9,
278,의성,2024-04-27,18.2,,9.6,66.4,
278,의성,2024-04-28,18.8,,9.8,62.4,
278,의성,2024-04-29,14.7,,13.2,91.5,
278,의성,2024-04-30,16.7,,13.3,81.9,
278,의성,2024-05-01,12.8,,6.8,71.4,
278,의성,2024-05-02,13.8,,5.8,66.9,
278,의성,2024-05-03,16.9,,8.5,65.5,
278,의성,2024-05-04,18.1,,7.7,59.5,
278,의성,2024-05-05,17.7,,15.8,89,
278,의성,2024-05-06,17.7,,14.5,82.8,
278,의성,2024-05-07,13.3,,12,92.5,
278,의성,2024-05-08,12.4,,6.9,73.8,
278,의성,2024-05-09,14.3,,7,67.6,
278,의성,2024-05-10,17.7,,8.9,62.8,
278,의성,2024-05-11,18.9,,12.7,70.6,
278,의성,2024-05-12,18,,10.3,67.4,
278,의성,2024-05-13,16.2,,6.8,63.3,
278,의성,2024-05-14,17.2,,8.1,63.8,
278,의성,2024-05-15,16.4,,8.2,66.6,
278,의성,2024-05-16,13.7,,5.9,64.4,
278,의성,2024-05-17,16.7,,9.1,68.9,
278,의성,2024-05-18,18.7,,10,65.8,
278,의성,2024-05-19,20.3,,13,69.4,
278,의성,2024-05-20,19,,12.7,71.9,
278,의성,2024-05-21,17.4,,13.4,79.8,
278,의성,2024-05-22,19.7,,13.5,72.8,
278,의성,2024-05-23,21.6,,13.8,67.3,
278,의성,2024-05-24,19.9,,11.1,60.6,
278,의성,2024-05-25,19.5,,8.4,50.3,
278,의성,2024-05-26,20.2,,14,71.3,
278,의성,2024-05-27,19.6,,11.2,61.3,
278,의성,2024-05-28,16.5,,10.4,70.9,
278,의성,2024-05-29,18.3,,10.8,68,
278,의성,2024-05-30,19.7,,14.3,74,
278,의성,2024-05-31,21.8,,12.5,60.9,
278,의성,2024-06-01,19.7,,13,68.4,
278,의성,2024-06-02,18.7,,12,70.4,
278,의성,2024-06-03,19.1,,12.3,68.6,
278,의성,2024-06-04,19,,10,61.8,
278,의성,2024-06-05,20.4,,10.7,59.3,
278,의성,2024-06-06,20.3,,11.9,61.9,
278,의성,2024-06-07,22.6,,13.4,60.5,
278,의성,2024-06-08,20.1,,17.3,85.3,
278,의성,2024-06-09,22.2,,18.1,80.8,
278,의성,2024-06-10,24.1,,16.8,68.9,
278,의성,2024-06-11,25.1,,16.9,66,
278,의성,2024-06-12,25.1,,14.7,60,
278,의성,2024-06-13,25.6,,14.3,57.1,
278,의성,2024-06-14,26.2,,16.3,59.5,
278,의성,2024-06-15,23.3,,19.5,82.1,
278,의성,2024-06-16,23.7,,15.8,66.5,
278,의성,2024-06-17,22.2,,14.2,64.9,
278,의성,2024-06-18,25,,14.7,59.5,
278,의성,2024-06-19,26.5,,15.9,58.1,
278,의성,2024-06-20,24.3,,15,60.5,
278,의성,2024-06-21,24.8,,17.9,68.3,
278,의성,2024-06-22,22.8,,21.8,94.6,
278,의성,2024-06-23,24.3,,22.7,92.1,
278,의성,2024-06-24,25,,19.5,74.4,
278,의성,2024-06-25,22.2,,14.9,66.8,
278,의성,2024-06-26,22.4,,15.3,68.9,
278,의성,2024-06-27,21.5,,17.1,78.6,
278,의성,2024-06-28,24.6,,15.8,64.5,
278,의성,2024-06-29,24.8,,20.8,81,
278,의성,2024-06-30,24.9,,23.8,94.5,
278,의성,2024-07-01,26.3,,20.4,73.9,
278,의성,2024-07-02,23.4,,22.7,96.8,
278,의성,2024-07-03,27,,22.5,78.9,
278,의성,2024-07-04,26.5,,21.7,78.3,
278,의성,2024-07-05,26.9,,20.8,71.9,
278,의성,2024-07-06,27.5,,22.7,76.9,
278,의성,2024-07-07,26.4,,24.4,89.6,
278,의성,2024-07-08,24.4,,24.1,98.8,
278,의성,2024-07-09,23.7,,23.5,99.4,
278,의성,2024-07-10,23.4,,22.4,95,
278,의성,2024-07-11,25.1,,22.4,87.1,
278,의성,2024-07-12,25.9,,22.8,85.3,
278,의성,2024-07-13,25.9,,21.5,79.3,
278,의성,2024-07-14,24.7,,21.6,83.5,
278,의성,2024-07-15,25.4,,22,82.6,
278,의성,2024-07-16,24.8,,23,91.1,
278,의성,2024-07-17,26.4,,23.8,86.8,
278,의성,2024-07-18,26.4,,24.6,90.5,
278,의성,2024-07-19,26.2,,24.1,89.8,
278,의성,2024-07-20,26.1,,23.8,88.3,
278,의성,2024-07-21,28.7,,24.4,79.4,
278,의성,2024-07-22,29.1,,24.2,76.8,
278,의성,2024-07-23,28.2,,24.5,81.4,
278,의성,2024-07-24,28.1,,25.1,85.8,
278,의성,2024-07-25,28.9,,24.9,81.6,
278,의성,2024-07-26,29,,24.5,79.3,
278,의성,2024-07-27,28.5,,25.4,84.9,
278,의성,2024-07-28,29.4,,24.8,79.3,
278,의성,2024-07-29,29.3,,23.5,73.4,
278,의성,2024-07-30,28.2,,23.8,79.4,
278,의성,2024-07-31,28.7,,23.3,76.1,
278,의성,2024-08-01,29.3,,24.1,76.5,
278,의성,2024-08-02,30.2,,25.4,77.8,
278,의성,2024-08-03,30.5,,25.4,77.1,
278,의성,2024-08-04,28.2,,25.4,86.5,
278,의성,2024-08-05,27.3,,24.4,86.8,
278,의성,2024-08-06,26.9,,23.9,85.6,
278,의성,2024-08-07,28.5,,24.9,83.5,
278,의성,2024-08-08,28.1,,24.6,83.3,
278,의성,2024-08-09,28,,23.6,80.3,
278,의성,2024-08-10,28,,22.5,74.9,
278,의성,2024-08-11,28.4,,22.6,74,
278,의성,2024-08-12,28.5,,22,70.6,
278,의성,2024-08-13,27.8,,21.2,70.9,
278,의성,2024-08-14,27.6,,21,71.5,
278,의성,2024-08-15,27.1,,22.4,77.9,
278,의성,2024-08-16,26.5,,22,79,
278,의성,2024-08-17,27.2,,22.4,77.9,
278,의성,2024-08-18,27.9,,21.4,71.6,
278,의성,2024-08-19,28.6,,22.4,72.8,
278,의성,2024-08-20,28.6,,25.2,83.3,
278,의성,2024-08-21,28.1,,25.5,87.1,
278,의성,2024-08-22,28.8,,24.7,80.6,
278,의성,2024-08-23,27.8,,22.3,75.5,
278,의성,2024-08-24,28.4,,22.2,73.1,
278,의성,2024-08-25,28.8,,23.2,75.8,
278,의성,2024-08-26,27.9,,23.5,79.5,
278,의성,2024-08-27,25.2,,22.7,87,
278,의성,2024-08-28,25.5,,20.4,75.5,
278,의성,2024-08-29,27.4,,22,73.6,
278,의성,2024-08-30,27.7,,21.6,72.5,
278,의성,2024-08-31,26.1,,20.2,73.4,
278,의성,2024-09-01,26.2,,19.5,70.6,
278,의성,2024-09-02,25.8,,20.1,73.1,
278,의성,2024-09-03,25.3,,17.2,63.1,
278,의성,2024-09-04,24.3,,17.3,69.4,
278,의성,2024-09-05,26.9,,19.2,66.4,
278,의성,2024-09-06,25.4,,21.8,81.5,
278,의성,2024-09-07,23.9,,22.6,93.5,
278,의성,2024-09-08,27.2,,23.1,80.3,
278,의성,2024-09-09,27.3,,21.9,74.9,
278,의성,2024-09-10,27.7,,21,71.6,
278,의성,2024-09-11,26.5,,23.6,86.4,
278,의성,2024-09-12,26.5,,24.8,91.3,
278,의성,2024-09-13,27.9,,24.6,84.4,
278,의성,2024-09-14,28.7,,23.7,77.5,
278,의성,2024-09-15,26.9,,22.7,79.3,
278,의성,2024-09-16,26.3,,22.4,80.1,
278,의성,2024-09-17,28.5,,23.7,78.5,
278,의성,2024-09-18,27.5,,24.1,84.4,
278,의성,2024-09-19,27.2,,24.9,89,
278,의성,2024-09-20,25.7,,25.5,99.4,
278,의성,2024-09-21,20.7,,20.4,98.6,
278,의성,2024-09-22,21.5,,17.2,77.9,
278,의성,2024-09-23,18.9,,12,67.5,
278,의성,2024-09-24,19,,15.1,81,
278,의성,2024-09-25,22.1,,18.5,82.8,
278,의성,2024-09-26,22.3,,19.1,84.6,
278,의성,2024-09-27,22.5,,18.9,82.6,
278,의성,2024-09-28,20.8,,17.4,82.4,
278,의성,2024-09-29,20.1,,14.8,75.1,
278,의성,2024-09-30,18.7,,14.2,79.3,
278,의성,2024-10-01,18.9,,13.8,75.1,
278,의성,2024-10-02,14.3,,6.2,62.4,
278,의성,2024-10-03,15.4,,11.6,80.4,
278,의성,2024-10-04,15.8,,12.5,83.6,
278,의성,2024-10-05,15.2,,12.1,85.3,
278,의성,2024-10-06,16.2,,14.6,91.9,
278,의성,2024-10-07,16.8,,15.1,90.8,
278,의성,2024-10-08,16.7,,13.9,85.9,
278,의성,2024-10-09,15.6,,12.1,82.6,
278,의성,2024-10-10,14.9,,11.7,84.4,
278,의성,2024-10-11,14.9,,11.9,85.5,
278,의성,2024-10-12,14.3,,10.1,80.8,
278,의성,2024-10-13,15.3,,11.6,81.5,
278,의성,2024-10-14,16.9,,16,95.4,
278,의성,2024-10-15,17.8,,17.3,97.9,
278,의성,2024-10-16,18.8,,16.4,87.9,
278,의성,2024-10-17,16.8,,14.9,90.3,
278,의성,2024-10-18,19.8,,18.2,91.6,
278,의성,2024-10-19,16.8,,14,84.6,
278,의성,2024-10-20,12.6,,6.7,67.8,
278,의성,2024-10-21,14.2,,12.2,88.4,
278,의성,2024-10-22,16.8,,16.7,99.8,
278,의성,2024-10-23,14.5,,9.6,74.9,
278,의성,2024-10-24,10.3,,7.3,85.5,
278,의성,2024-10-25,12.6,,10.2,88.3,
278,의성,2024-10-26,15.9,,12.8,84.8,
278,의성,2024-10-27,13.8,,13.3,97.8,
278,의성,2024-10-28,14.3,,12.2,88,
278,의성,2024-10-29,12.5,,9.8,86.8,
278,의성,2024-10-30,12,,9.3,87,
278,의성,2024-10-31,13,,10.5,87.6,
278,의성,2024-11-01,12.7,,12.6,99.8,
278,의성,2024-11-02,15.5,,13,87.1,
278,의성,2024-11-03,12.6,,10.1,87.8,
278,의성,2024-11-04,11.8,,9.7,88.8,
278,의성,2024-11-05,9.6,,5.5,80,
278,의성,2024-11-06,5.3,,-1.7,68.6,
278,의성,2024-11-07,6.4,,2.1,78.5,
278,의성,2024-11-08,9.8,,6,81.4,
278,의성,2024-11-09,11.7,,8.6,84.9,
278,의성,2024-11-10,11.1,,9.4,91.1,
278,의성,2024-11-11,12.1,,10,89.4,
278,의성,2024-11-12,11.2,,6.2,78.3,
278,의성,2024-11-13,11.2,,7.1,79.5,
278,의성,2024-11-14,11.6,,9.2,86.9,
278,의성,2024-11-15,13.1,,12,94.3,
278,의성,2024-11-16,14.8,,12,85.8,
278,의성,2024-11-17,10.3,,4.3,69,
278,의성,2024-11-18,1.8,,-6,62.4,
278,의성,2024-11-19,3.6,,-0.1,79.1,
278,의성,2024-11-20,5.3,,1.4,79.5,
278,의성,2024-11-21,6.2,,3,82.8,
278,의성,2024-11-22,5,,-1.6,69.9,
278,의성,2024-11-23,3.2,,-0.6,79,
278,의성,2024-11-24,4.4,,1.2,82.8,
278,의성,2024-11-25,7.1,,3,78.1,
278,의성,2024-11-26,7.5,,3.4,78,
278,의성,2024-11-27,3.3,,-0.7,76.9,
278,의성,2024-11-28,3.1,,-0.5,79.5,
278,의성,2024-11-29,3,,-2.1,70.6,
278,의성,2024-11-30,4.9,,-0.8,69,
278,의성,2024-12-01,5.5,,2.7,85.1,
278,의성,2024-12-02,7.4,,3.2,78.4,
278,의성,2024-12-03,2.4,,-6.4,60.3,
278,의성,2024-12-04,1.2,,-7.6,56.1,
278,의성,2024-12-05,3.2,,-3.3,65.1,
278,의성,2024-12-06,3.7,,-4.5,61.5,
278,의성,2024-12-07,0.6,,-6.4,63,
278,의성,2024-12-08,0.1,,-10.8,46.8,
278,의성,2024-12-09,-1.8,,-7.6,68.4,
278,의성,2024-12-10,-0.4,,-7.7,64.1,
278,의성,2024-12-11,1,,-4.5,69,
278,의성,2024-12-12,-0.4,,-6.9,65.9,
278,의성,2024-12-13,0.3,,-7.9,57.6,
278,의성,2024-12-14,-1.6,,-9,62,
278,의성,2024-12-15,0,,-3.4,78,
278,의성,2024-12-16,0.6,,-6.8,60.5,
278,의성,2024-12-17,0.1,,-7,64,
278,의성,2024-12-18,-3.9,,-10.9,63.1,
278,의성,2024-12-19,-4.1,,-10.5,65.4,
278,의성,2024-12-20,-1.2,,-6.3,70.4,
278,의성,2024-12-21,0.4,,-4,73.9,
278,의성,2024-12-22,-3.9,,-12.1,56.5,
278,의성,2024-12-23,-3.1,,-8,72.1,
278,의성,2024-12-24,-3,,-9.9,65.4,
278,의성,2024-12-25,-1.4,,-5.9,72.9,
278,의성,2024-12-26,1.1,,-7.4,58.5,
278,의성,2024-12-27,-2.1,,-11.6,50.4,
278,의성,2024-12-28,-2.3,,-10.5,56,
278,의성,2024-12-29,-1.4,,-5.9,73.9,
278,의성,2024-12-30,0.7,,-2.8,78.8,
278,의성,2024-12-31,1.5,,-10.7,44.4,
278,의성,2025-01-01,-2,,-7.6,68.3,
278,의성,2025-01-02,-1.8,,-9.8,61.5,
278,의성,2025-01-03,-3.5,,-12.6,55.6,
278,의성,2025-01-04,-3.5,,-12.4,56.8,
278,의성,2025-01-05,-2.7,,-7.4,71,
278,의성,2025-01-06,0,,-4.3,75.1,
278,의성,2025-01-07,-2.4,,-9.9,59.1,
278,의성,2025-01-08,-2,,-6.6,72.9,
278,의성,2025-01-09,-7.5,,-18.1,43.4,
278,의성,2025-01-10,-9.7,,-17.3,57.8,
278,의성,2025-01-11,-7,,-12.7,66.9,
278,의성,2025-01-12,-5.2,,-11.9,65,
278,의성,2025-01-13,-3.3,,-8.9,68.3,
278,의성,2025-01-14,2.8,,-5.4,57.3,
278,의성,2025-01-15,-1.6,,-15.2,38,
278,의성,2025-01-16,-2.9,,-8.5,65.6,
278,의성,2025-01-17,-0.8,,-7.6,62.9,
278,의성,2025-01-18,-1.9,,-11.4,56,
278,의성,2025-01-19,-2,,-8.5,64.4,
278,의성,2025-01-20,-1.7,,-5.9,75.5,
278,의성,2025-01-21,-1.6,,-5.9,75.1,
278,의성,2025-01-22,-1,,-5.3,74.8,
278,의성,2025-01-23,-0.3,,-8.1,62.8,
278,의성,2025-01-24,-0.7,,-7.6,64.3,
278,의성,2025-01-25,1.6,,-3,73.8,
278,의성,2025-01-26,2.9,,-2.3,69.6,
278,의성,2025-01-27,0.5,,-2.7,80.5,
278,의성,2025-01-28,-1.1,,-4.9,76.1,
278,의성,2025-01-29,-2.7,,-8.4,65,
278,의성,2025-01-30,-3.3,,-8.1,71.9,
278,의성,2025-01-31,1.6,,-3.1,72,
278,의성,2025-02-01,2.3,,1,91.6,
278,의성,2025-02-02,0.5,,-1,91.1,
278,의성,2025-02-03,-0.6,,-11.5,46.1,
278,의성,2025-02-04,-6.5,,-16,48.5,
278,의성,2025-02-05,-7,,-15.8,54.5,
278,의성,2025-02-06,-5.4,,-15.5,50.4,
278,의성,2025-02-07,-6.9,,-13.9,62.1,
278,의성,2025-02-08,-8.9,,-16.1,59.4,
278,의성,2025-02-09,-6.8,,-13.6,62.6,
278,의성,2025-02-10,-5,,-10.2,69.9,
278,의성,2025-02-11,-3.4,,-11.6,59.4,
